ensgid	probeid	affy_hg_u133a	enstid	refseqid	entrezid	interpro	keggid	hgncid	genesym	genename	genedesc	goid	gcprc	nccnts
ENSG00000000003	ENSG00000000003	209108_at|209109_s_at	209108_at|209109_s_at	ENST00000373020|ENST00000612152	NM_003270|NM_001278743|NM_001278741|NM_001278740	7105	IPR000301|IPR008952|IPR018499|IPR018503		HGNC:11858	TSPAN6	TSPAN6	tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]	GO:0016021 (integral component of membrane)|GO:0016020 (membrane)|GO:0007166 (cell surface receptor signaling pathway)|GO:0005887 (integral component of plasma membrane)|GO:0005515 (protein binding)|GO:0070062 (extracellular exosome)|GO:0043123 (positive regulation of I-kappaB kinase/NF-kappaB signaling)|GO:0039532 (negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway)|GO:1901223 (negative regulation of NIK/NF-kappaB signaling)	40.4	
ENSG00000002746	ENSG00000002746	210331_at|215584_at	210331_at|215584_at	ENST00000395891|ENST00000471043	NM_015052	23072	IPR000008|IPR000569|IPR001202|IPR032348|IPR035892|IPR035983|IPR036020|IPR037795		HGNC:22195	HECW1	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]	GO:0005515 (protein binding)|GO:0004842 (ubiquitin-protein transferase activity)|GO:0005737 (cytoplasm)|GO:0016740 (transferase activity)|GO:0005829 (cytosol)|GO:0016567 (protein ubiquitination)|GO:0045732 (positive regulation of protein catabolic process)|GO:0006511 (ubiquitin-dependent protein catabolic process)|GO:0061630 (ubiquitin protein ligase activity)|GO:0043161 (proteasome-mediated ubiquitin-dependent protein catabolic process)|GO:0090090 (negative regulation of canonical Wnt signaling pathway)|GO:0000209 (protein polyubiquitination)|GO:0048814 (regulation of dendrite morphogenesis)|GO:2000650 (negative regulation of sodium ion transmembrane transporter activity)|( )	42.03	
ENSG00000004700	ENSG00000004700	205091_x_at|210568_s_at|212917_x_at|212918_at	205091_x_at|210568_s_at|212917_x_at|212918_at	ENST00000444129|ENST00000421138|ENST00000616149	NM_032941|NM_002907	5965	IPR001650|IPR004589|IPR011545|IPR014001|IPR027417|IPR032284|IPR036388		HGNC:9948	RECQL	RECQL|AP001282.2	RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]|RecQ protein-like (DNA helicase Q1-like) (RECQL) pseudogene	GO:0005524 (ATP binding)|GO:0003676 (nucleic acid binding)|GO:0006310 (DNA recombination)|GO:0008026 (ATP-dependent helicase activity)|GO:0005634 (nucleus)|GO:0016020 (membrane)|GO:0000166 (nucleotide binding)|GO:0005654 (nucleoplasm)|GO:0016787 (hydrolase activity)|GO:0003677 (DNA binding)|GO:0005515 (protein binding)|GO:0004386 (helicase activity)|GO:0005737 (cytoplasm)|GO:0032508 (DNA duplex unwinding)|GO:0004003 (ATP-dependent DNA helicase activity)|GO:0006281 (DNA repair)|GO:0000724 (double-strand break repair via homologous recombination)|GO:0009378 (four-way junction helicase activity)|GO:0036310 (annealing helicase activity)|GO:0043140 (ATP-dependent 3'-5' DNA helicase activity)|GO:0000733 (DNA strand renaturation)|GO:0005694 (chromosome)|GO:0003678 (DNA helicase activity)	37.57|34.3	
ENSG00000004864	ENSG00000004864	203775_at	203775_at	ENST00000265631|ENST00000494085|ENST00000416240	NM_014251|NM_001160210	10165	IPR002048|IPR002067|IPR011992|IPR018108|IPR023395|IPR040062	unavailable	HGNC:10983	SLC25A13	SLC25A13	solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]	GO:0022857 (transmembrane transporter activity)|GO:0055085 (transmembrane transport)|GO:0005509 (calcium ion binding)|GO:0016020 (membrane)|GO:0016021 (integral component of membrane)|GO:0046872 (metal ion binding)|GO:0005739 (mitochondrion)|GO:0005743 (mitochondrial inner membrane)|GO:0005887 (integral component of plasma membrane)|GO:0042802 (identical protein binding)|GO:0006754 (ATP biosynthetic process)|GO:0005313 (L-glutamate transmembrane transporter activity)|GO:0006094 (gluconeogenesis)|GO:0045333 (cellular respiration)|GO:0005215 (transporter activity)|GO:0051592 (response to calcium ion)|GO:0015813 (L-glutamate transmembrane transport)|GO:0015183 (L-aspartate transmembrane transporter activity)|GO:0015810 (aspartate transmembrane transport)|GO:0043490 (malate-aspartate shuttle)|GO:0070778 (L-aspartate transmembrane transport)|GO:0006839 (mitochondrial transport)	39.76	-1.0
ENSG00000005379	ENSG00000005379	205839_s_at	205839_s_at	ENST00000581692|ENST00000581675|ENST00000268893|ENST00000580669|ENST00000578511|ENST00000343736|ENST00000577871	NM_024418|NM_001261835|NM_004758	9256	IPR001452|IPR035517|IPR035755|IPR036028|IPR003961|IPR013783|IPR035753|IPR036116	unavailable	HGNC:16831	TSPOAP1	TSPOAP1	TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]	GO:0005515 (protein binding)|GO:0030156 (benzodiazepine receptor binding)|GO:0005737 (cytoplasm)|GO:0005739 (mitochondrion)|GO:0099509 (regulation of presynaptic cytosolic calcium ion concentration)|GO:0005829 (cytosol)|GO:0008150 (biological_process)|GO:0014047 (glutamate secretion)|GO:0007269 (neurotransmitter secretion)|GO:0006700 (C21-steroid hormone biosynthetic process)|GO:0099626 (voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels)|GO:0044305 (calyx of Held)|GO:0098978 (glutamatergic synapse)	57.84	-1.0
ENSG00000006116	ENSG00000006116	206384_at	206384_at	ENST00000005284	NM_006539	10368	IPR004031|IPR008368	unavailable	HGNC:1407	CACNG3	CACNG3	calcium voltage-gated channel auxiliary subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:1407]	GO:0016021 (integral component of membrane)|GO:0016020 (membrane)|GO:0006816 (calcium ion transport)|GO:0005244 (voltage-gated ion channel activity)|GO:0006811 (ion transport)|GO:0034765 (regulation of ion transmembrane transport)|GO:0005262 (calcium channel activity)|GO:0070588 (calcium ion transmembrane transport)|GO:0005886 (plasma membrane)|GO:0098839 (postsynaptic density membrane)|GO:2000311 (regulation of AMPA receptor activity)|GO:0032281 (AMPA glutamate receptor complex)|GO:0006605 (protein targeting)|GO:0061337 (cardiac conduction)|GO:0008104 (protein localization)|GO:0005245 (voltage-gated calcium channel activity)|GO:0005891 (voltage-gated calcium channel complex)|GO:0030666 (endocytic vesicle membrane)|GO:0098943 (neurotransmitter receptor transport, postsynaptic endosome to lysosome)|GO:0016247 (channel regulator activity)|GO:0030165 (PDZ domain binding)|GO:0035255 (ionotropic glutamate receptor binding)|GO:0019226 (transmission of nerve impulse)|GO:0051968 (positive regulation of synaptic transmission, glutamatergic)|GO:0098970 (postsynaptic neurotransmitter receptor diffusion trapping)|GO:0099590 (neurotransmitter receptor internalization)|GO:0099645 (neurotransmitter receptor localization to postsynaptic specialization membrane)|GO:2000969 (positive regulation of AMPA receptor activity)|GO:0030425 (dendrite)|GO:0036477 (somatodendritic compartment)|GO:0060076 (excitatory synapse)|GO:0098685 (Schaffer collateral - CA1 synapse)|GO:0098978 (glutamatergic synapse)|GO:0099061 (integral component of postsynaptic density membrane)	44.54	-1.0
ENSG00000006652	ENSG00000006652	202146_at|202147_s_at	202146_at|202147_s_at	ENST00000403825|ENST00000489994|ENST00000621379|ENST00000535603|ENST00000005558	NM_001550|NM_001197080|NM_001197079|NM_001007245	3475	IPR006921|IPR007701|IPR016024|IPR039777		HGNC:5456	IFRD1	IFRD1	interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]	GO:0007275 (multicellular organism development)|GO:0030154 (cell differentiation)|GO:0005634 (nucleus)|GO:0014706 (striated muscle tissue development)|GO:0030517 (negative regulation of axon extension)|GO:0042692 (muscle cell differentiation)|GO:0043403 (skeletal muscle tissue regeneration)|GO:0048671 (negative regulation of collateral sprouting)|GO:0005737 (cytoplasm)|GO:0007518 (myoblast fate determination)	39.45	
ENSG00000006740	ENSG00000006740	205414_s_at|215232_at	205414_s_at|215232_at	ENST00000379672|ENST00000340825|ENST00000580768|ENST00000584974	NM_014859|NM_001321166	9912	IPR000198|IPR004148|IPR008936|IPR027267		HGNC:29096	ARHGAP44	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]	GO:0005515 (protein binding)|GO:0007165 (signal transduction)|GO:0005737 (cytoplasm)|GO:0006887 (exocytosis)|GO:0043547 (positive regulation of GTPase activity)|GO:0042995 (cell projection)|GO:0030054 (cell junction)|GO:0045202 (synapse)|GO:0005096 (GTPase activator activity)|GO:0005768 (endosome)|GO:0005829 (cytosol)|GO:0051056 (regulation of small GTPase mediated signal transduction)|GO:0014069 (postsynaptic density)|GO:0043197 (dendritic spine)|GO:0055037 (recycling endosome)|GO:0032956 (regulation of actin cytoskeleton organization)|GO:0048786 (presynaptic active zone)|GO:0048365 (Rac GTPase binding)|GO:0005543 (phospholipid binding)|GO:0031256 (leading edge membrane)|GO:0098887 (neurotransmitter receptor transport, endosome to postsynaptic membrane)|GO:0035021 (negative regulation of Rac protein signal transduction)|GO:0043087 (regulation of GTPase activity)|GO:0061001 (regulation of dendritic spine morphogenesis)|GO:0098886 (modification of dendritic spine)|GO:0099010 (modification of postsynaptic structure)|GO:0099152 (regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane)|GO:0098978 (glutamatergic synapse)|( )	42.69	
ENSG00000007264	ENSG00000007264	206267_s_at	206267_s_at	ENST00000395040|ENST00000310132|ENST00000585778|ENST00000395045|ENST00000590493|ENST00000588983|ENST00000619596	NM_139354|NM_139355|NM_002378	4145	IPR000719|IPR000980|IPR001245|IPR001452|IPR008266|IPR011009|IPR017441|IPR020635|IPR035027|IPR036028|IPR036860|IPR035026	04660+2.7.10.2	HGNC:6906	MATK	MATK	megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]	GO:0005524 (ATP binding)|GO:0005515 (protein binding)|GO:0006468 (protein phosphorylation)|GO:0004672 (protein kinase activity)|GO:0004713 (protein tyrosine kinase activity)|GO:0005737 (cytoplasm)|GO:0016020 (membrane)|GO:0000166 (nucleotide binding)|GO:0016301 (kinase activity)|GO:0016740 (transferase activity)|GO:0016310 (phosphorylation)|GO:0018108 (peptidyl-tyrosine phosphorylation)|GO:0004715 (non-membrane spanning protein tyrosine kinase activity)|GO:0005829 (cytosol)|GO:0031234 (extrinsic component of cytoplasmic side of plasma membrane)|GO:0038128 (ERBB2 signaling pathway)|GO:0008283 (cell population proliferation)|GO:0007498 (mesoderm development)|GO:0008284 (positive regulation of cell population proliferation)|GO:0042127 (regulation of cell population proliferation)	54.4	-1.0
ENSG00000008056	ENSG00000008056	221914_at	221914_at	ENST00000295987|ENST00000340666	NM_006950|NM_133499	6853	IPR001359|IPR013815|IPR016185|IPR019735|IPR019736|IPR020897|IPR020898|IPR028713	unavailable	HGNC:11494	SYN1	SYN1	synapsin I [Source:HGNC Symbol;Acc:HGNC:11494]	GO:0005524 (ATP binding)|GO:0008021 (synaptic vesicle)|GO:0007269 (neurotransmitter secretion)|GO:0003779 (actin binding)|GO:0005794 (Golgi apparatus)|GO:0005515 (protein binding)|GO:0030054 (cell junction)|GO:0045202 (synapse)|GO:0007268 (chemical synaptic transmission)|GO:0030672 (synaptic vesicle membrane)|GO:0005856 (cytoskeleton)|GO:0005215 (transporter activity)|GO:0019901 (protein kinase binding)|GO:0048306 (calcium-dependent protein binding)|GO:0046928 (regulation of neurotransmitter secretion)|GO:0048666 (neuron development)|GO:0050808 (synapse organization)|GO:0097091 (synaptic vesicle clustering)|GO:0098693 (regulation of synaptic vesicle cycle)|GO:0099504 (synaptic vesicle cycle)|GO:2000300 (regulation of synaptic vesicle exocytosis)|GO:0000795 (synaptonemal complex)|GO:0005829 (cytosol)|GO:0014069 (postsynaptic density)|GO:0030424 (axon)|GO:0030425 (dendrite)|GO:0043229 (intracellular organelle)|GO:0048786 (presynaptic active zone)|GO:0098685 (Schaffer collateral - CA1 synapse)|GO:0098793 (presynapse)|GO:0098850 (extrinsic component of synaptic vesicle membrane)|GO:0098993 (anchored component of synaptic vesicle membrane)	47.76	-1.0
