ensgid	probeid	affy_hg_u133a	enstid	refseqid	entrezid	interpro	keggid	hgncid	genesym	genename	genedesc	goid	gcprc	nccnts
ENSG00000000003	ENSG00000000003	209108_at|209109_s_at	209108_at|209109_s_at	ENST00000373020|ENST00000612152	NM_003270|NM_001278743|NM_001278741|NM_001278740	7105	IPR000301|IPR008952|IPR018499|IPR018503		HGNC:11858	TSPAN6	TSPAN6	tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]	GO:0016021 (integral component of membrane)|GO:0016020 (membrane)|GO:0007166 (cell surface receptor signaling pathway)|GO:0005887 (integral component of plasma membrane)|GO:0005515 (protein binding)|GO:0070062 (extracellular exosome)|GO:0043123 (positive regulation of I-kappaB kinase/NF-kappaB signaling)|GO:0039532 (negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway)|GO:1901223 (negative regulation of NIK/NF-kappaB signaling)	40.4	
ENSG00000004700	ENSG00000004700	205091_x_at|210568_s_at|212917_x_at|212918_at	205091_x_at|210568_s_at|212917_x_at|212918_at	ENST00000444129|ENST00000421138|ENST00000616149	NM_032941|NM_002907	5965	IPR001650|IPR004589|IPR011545|IPR014001|IPR027417|IPR032284|IPR036388		HGNC:9948	RECQL	RECQL|AP001282.2	RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]|RecQ protein-like (DNA helicase Q1-like) (RECQL) pseudogene	GO:0005524 (ATP binding)|GO:0003676 (nucleic acid binding)|GO:0006310 (DNA recombination)|GO:0008026 (ATP-dependent helicase activity)|GO:0005634 (nucleus)|GO:0016020 (membrane)|GO:0000166 (nucleotide binding)|GO:0005654 (nucleoplasm)|GO:0016787 (hydrolase activity)|GO:0003677 (DNA binding)|GO:0005515 (protein binding)|GO:0004386 (helicase activity)|GO:0005737 (cytoplasm)|GO:0032508 (DNA duplex unwinding)|GO:0004003 (ATP-dependent DNA helicase activity)|GO:0006281 (DNA repair)|GO:0000724 (double-strand break repair via homologous recombination)|GO:0009378 (four-way junction helicase activity)|GO:0036310 (annealing helicase activity)|GO:0043140 (ATP-dependent 3'-5' DNA helicase activity)|GO:0000733 (DNA strand renaturation)|GO:0005694 (chromosome)|GO:0003678 (DNA helicase activity)	37.57|34.3	
ENSG00000005379	ENSG00000005379	205839_s_at	205839_s_at	ENST00000581692|ENST00000581675|ENST00000268893|ENST00000580669|ENST00000578511|ENST00000343736|ENST00000577871	NM_024418|NM_001261835|NM_004758	9256	IPR001452|IPR035517|IPR035755|IPR036028|IPR003961|IPR013783|IPR035753|IPR036116	unavailable	HGNC:16831	TSPOAP1	TSPOAP1	TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]	GO:0005515 (protein binding)|GO:0030156 (benzodiazepine receptor binding)|GO:0005737 (cytoplasm)|GO:0005739 (mitochondrion)|GO:0099509 (regulation of presynaptic cytosolic calcium ion concentration)|GO:0005829 (cytosol)|GO:0008150 (biological_process)|GO:0014047 (glutamate secretion)|GO:0007269 (neurotransmitter secretion)|GO:0006700 (C21-steroid hormone biosynthetic process)|GO:0099626 (voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels)|GO:0044305 (calyx of Held)|GO:0098978 (glutamatergic synapse)	57.84	-1.0
ENSG00000006116	ENSG00000006116	206384_at	206384_at	ENST00000005284	NM_006539	10368	IPR004031|IPR008368	unavailable	HGNC:1407	CACNG3	CACNG3	calcium voltage-gated channel auxiliary subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:1407]	GO:0016021 (integral component of membrane)|GO:0016020 (membrane)|GO:0006816 (calcium ion transport)|GO:0005244 (voltage-gated ion channel activity)|GO:0006811 (ion transport)|GO:0034765 (regulation of ion transmembrane transport)|GO:0005262 (calcium channel activity)|GO:0070588 (calcium ion transmembrane transport)|GO:0005886 (plasma membrane)|GO:0098839 (postsynaptic density membrane)|GO:2000311 (regulation of AMPA receptor activity)|GO:0032281 (AMPA glutamate receptor complex)|GO:0006605 (protein targeting)|GO:0061337 (cardiac conduction)|GO:0008104 (protein localization)|GO:0005245 (voltage-gated calcium channel activity)|GO:0005891 (voltage-gated calcium channel complex)|GO:0030666 (endocytic vesicle membrane)|GO:0098943 (neurotransmitter receptor transport, postsynaptic endosome to lysosome)|GO:0016247 (channel regulator activity)|GO:0030165 (PDZ domain binding)|GO:0035255 (ionotropic glutamate receptor binding)|GO:0019226 (transmission of nerve impulse)|GO:0051968 (positive regulation of synaptic transmission, glutamatergic)|GO:0098970 (postsynaptic neurotransmitter receptor diffusion trapping)|GO:0099590 (neurotransmitter receptor internalization)|GO:0099645 (neurotransmitter receptor localization to postsynaptic specialization membrane)|GO:2000969 (positive regulation of AMPA receptor activity)|GO:0030425 (dendrite)|GO:0036477 (somatodendritic compartment)|GO:0060076 (excitatory synapse)|GO:0098685 (Schaffer collateral - CA1 synapse)|GO:0098978 (glutamatergic synapse)|GO:0099061 (integral component of postsynaptic density membrane)	44.54	-1.0
ENSG00000006740	ENSG00000006740	205414_s_at|215232_at	205414_s_at|215232_at	ENST00000379672|ENST00000340825|ENST00000580768|ENST00000584974	NM_014859|NM_001321166	9912	IPR000198|IPR004148|IPR008936|IPR027267		HGNC:29096	ARHGAP44	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]	GO:0005515 (protein binding)|GO:0007165 (signal transduction)|GO:0005737 (cytoplasm)|GO:0006887 (exocytosis)|GO:0043547 (positive regulation of GTPase activity)|GO:0042995 (cell projection)|GO:0030054 (cell junction)|GO:0045202 (synapse)|GO:0005096 (GTPase activator activity)|GO:0005768 (endosome)|GO:0005829 (cytosol)|GO:0051056 (regulation of small GTPase mediated signal transduction)|GO:0014069 (postsynaptic density)|GO:0043197 (dendritic spine)|GO:0055037 (recycling endosome)|GO:0032956 (regulation of actin cytoskeleton organization)|GO:0048786 (presynaptic active zone)|GO:0048365 (Rac GTPase binding)|GO:0005543 (phospholipid binding)|GO:0031256 (leading edge membrane)|GO:0098887 (neurotransmitter receptor transport, endosome to postsynaptic membrane)|GO:0035021 (negative regulation of Rac protein signal transduction)|GO:0043087 (regulation of GTPase activity)|GO:0061001 (regulation of dendritic spine morphogenesis)|GO:0098886 (modification of dendritic spine)|GO:0099010 (modification of postsynaptic structure)|GO:0099152 (regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane)|GO:0098978 (glutamatergic synapse)|( )	42.69	
ENSG00000008056	ENSG00000008056	221914_at	221914_at	ENST00000295987|ENST00000340666	NM_006950|NM_133499	6853	IPR001359|IPR013815|IPR016185|IPR019735|IPR019736|IPR020897|IPR020898|IPR028713	unavailable	HGNC:11494	SYN1	SYN1	synapsin I [Source:HGNC Symbol;Acc:HGNC:11494]	GO:0005524 (ATP binding)|GO:0008021 (synaptic vesicle)|GO:0007269 (neurotransmitter secretion)|GO:0003779 (actin binding)|GO:0005794 (Golgi apparatus)|GO:0005515 (protein binding)|GO:0030054 (cell junction)|GO:0045202 (synapse)|GO:0007268 (chemical synaptic transmission)|GO:0030672 (synaptic vesicle membrane)|GO:0005856 (cytoskeleton)|GO:0005215 (transporter activity)|GO:0019901 (protein kinase binding)|GO:0048306 (calcium-dependent protein binding)|GO:0046928 (regulation of neurotransmitter secretion)|GO:0048666 (neuron development)|GO:0050808 (synapse organization)|GO:0097091 (synaptic vesicle clustering)|GO:0098693 (regulation of synaptic vesicle cycle)|GO:0099504 (synaptic vesicle cycle)|GO:2000300 (regulation of synaptic vesicle exocytosis)|GO:0000795 (synaptonemal complex)|GO:0005829 (cytosol)|GO:0014069 (postsynaptic density)|GO:0030424 (axon)|GO:0030425 (dendrite)|GO:0043229 (intracellular organelle)|GO:0048786 (presynaptic active zone)|GO:0098685 (Schaffer collateral - CA1 synapse)|GO:0098793 (presynapse)|GO:0098850 (extrinsic component of synaptic vesicle membrane)|GO:0098993 (anchored component of synaptic vesicle membrane)	47.76	-1.0
ENSG00000008118	ENSG00000008118	215161_at|217128_s_at	215161_at|217128_s_at	ENST00000651530|ENST00000009105|ENST00000361322|ENST00000494990	NM_020439	57172	IPR000719|IPR008271|IPR011009|IPR017441		HGNC:14585	CAMK1G	CAMK1G	calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]	GO:0005524 (ATP binding)|GO:0006468 (protein phosphorylation)|GO:0004672 (protein kinase activity)|GO:0005737 (cytoplasm)|GO:0016020 (membrane)|GO:0000166 (nucleotide binding)|GO:0004674 (protein serine/threonine kinase activity)|GO:0016301 (kinase activity)|GO:0016740 (transferase activity)|GO:0016310 (phosphorylation)|GO:0005794 (Golgi apparatus)|GO:0005886 (plasma membrane)|GO:0003824 (catalytic activity)|GO:0008152 (metabolic process)|GO:0000139 (Golgi membrane)|GO:0005516 (calmodulin binding)|GO:0004683 (calmodulin-dependent protein kinase activity)|GO:0005954 (calcium- and calmodulin-dependent protein kinase complex)|GO:0012505 (endomembrane system)|GO:0043005 (neuron projection)	47.01	
ENSG00000008735	ENSG00000008735	205050_s_at|208603_s_at	205050_s_at|208603_s_at	ENST00000329492|ENST00000008876	NM_012324	23542	IPR001452|IPR006020|IPR011993|IPR035637		HGNC:6883	MAPK8IP2	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]	GO:0005515 (protein binding)|GO:0005737 (cytoplasm)|GO:0019901 (protein kinase binding)|GO:0001540 (amyloid-beta binding)|GO:0005198 (structural molecule activity)|GO:0048813 (dendrite morphogenesis)|GO:0019894 (kinesin binding)|GO:0060079 (excitatory postsynaptic potential)|GO:0046328 (regulation of JNK cascade)|GO:0010469 (regulation of signaling receptor activity)|GO:0007172 (signal complex assembly)|GO:2001234 (negative regulation of apoptotic signaling pathway)|GO:0001662 (behavioral fear response)|GO:0035176 (social behavior)|GO:0014069 (postsynaptic density)|GO:0051966 (regulation of synaptic transmission, glutamatergic)|GO:2000310 (regulation of NMDA receptor activity)|GO:2000311 (regulation of AMPA receptor activity)|GO:0005078 (MAP-kinase scaffold activity)|GO:0044877 (protein-containing complex binding)|GO:0007254 (JNK cascade)|GO:0007617 (mating behavior)|GO:0032874 (positive regulation of stress-activated MAPK cascade)|GO:0046958 (nonassociative learning)|GO:0032991 (protein-containing complex)|GO:0043025 (neuronal cell body)	62.89	
ENSG00000010438	ENSG00000010438	207463_x_at|213421_x_at	207463_x_at|213421_x_at	ENST00000361005|ENST00000468152|ENST00000457896|ENST00000379405|ENST00000477653|ENST00000429677|ENST00000342836	NM_007343|NM_002771|NM_001197098|NM_001197097	5646	IPR001254|IPR001314|IPR009003|IPR018114		HGNC:9486	PRSS3	PRSS3	serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]	GO:0006508 (proteolysis)|GO:0004252 (serine-type endopeptidase activity)|GO:0046872 (metal ion binding)|GO:0016787 (hydrolase activity)|GO:0008233 (peptidase activity)|GO:0005576 (extracellular region)|GO:0005615 (extracellular space)|GO:0008236 (serine-type peptidase activity)|GO:0005509 (calcium ion binding)|GO:0005515 (protein binding)|GO:0043312 (neutrophil degranulation)|GO:1904724 (tertiary granule lumen)|GO:0009235 (cobalamin metabolic process)|GO:0007586 (digestion)|GO:0019730 (antimicrobial humoral response)|GO:0043542 (endothelial cell migration)|GO:0031638 (zymogen activation)	42.84	
ENSG00000011028	ENSG00000011028	209280_at|37408_at	209280_at|37408_at	ENST00000303375|ENST00000583597|ENST00000446119	NM_006039	9902	IPR000562|IPR000772|IPR001304|IPR013806|IPR016186|IPR016187|IPR018378|IPR033989|IPR035992|IPR036943				AC080038.1	mannose receptor C type 2 [Source:NCBI gene;Acc:9902]	GO:0016020 (membrane)|GO:0016021 (integral component of membrane)|GO:0030246 (carbohydrate binding)|GO:0005515 (protein binding)|GO:0005925 (focal adhesion)|GO:0006897 (endocytosis)|GO:0004888 (transmembrane signaling receptor activity)|GO:0030574 (collagen catabolic process)|GO:0005518 (collagen binding)|GO:0001649 (osteoblast differentiation)	52.16	
